Ticker,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Return_Pct,Reason,Days_Held,TP_Price,SL_Price
3017,2023-06-26,2023-07-03,238.15,280.7,0.1706,🟢 停利,5,280.7,206.24
3231,2023-06-26,2023-07-04,74.84,92.07,0.2219,🟢 停利,6,90.92,62.78
2382,2023-06-26,2023-07-04,136.93,162.16,0.1762,🟢 停利,6,162.16,118.0
2301,2023-06-26,2023-07-11,91.41,109.22,0.1867,🟢 停利,11,109.22,78.05
3231,2023-07-04,2023-07-12,92.17,111.41,0.2005,🟢 停利,6,109.09,79.47
2376,2023-06-26,2023-07-13,235.7,287.54,0.2116,🟢 停利,13,281.97,201.0
2356,2023-06-26,2023-07-13,39.96,47.9,0.1905,🟢 停利,13,47.9,34.01
3706,2023-06-27,2023-07-13,31.92,37.25,0.1589,🟢 停利,12,36.89,28.19
2382,2023-07-04,2023-07-13,149.42,181.62,0.2072,🟢 停利,7,175.85,129.59
2360,2023-06-27,2023-07-14,227.57,267.08,0.1656,🟢 停利,13,267.08,197.94
3231,2023-07-12,2023-07-14,111.52,133.53,0.1892,🟢 停利,2,133.53,95.01
2610,2023-06-26,2023-07-17,25.62,23.09,-0.1049,🔴 停損,15,28.99,23.09
3035,2023-07-11,2023-07-17,250.16,293.17,0.1639,🟢 停利,4,292.88,218.13
2356,2023-07-13,2023-07-17,45.82,54.38,0.1788,🟢 停利,2,54.38,39.4
2618,2023-06-27,2023-07-19,35.99,31.83,-0.1217,🔴 停損,16,41.54,31.83
3017,2023-07-03,2023-07-21,272.03,317.39,0.1588,🟢 停利,14,317.39,238.02
3035,2023-07-17,2023-07-21,293.46,345.17,0.1682,🟢 停利,4,345.17,254.68
2382,2023-07-13,2023-07-24,181.8,213.51,0.1664,🟢 停利,7,213.41,158.09
2383,2023-07-13,2023-07-24,284.35,329.61,0.1513,🟢 停利,7,329.61,250.4
2356,2023-07-21,2023-07-25,56.88,68.69,0.1994,🟢 停利,2,68.69,48.02
2301,2023-07-17,2023-07-31,126.36,152.36,0.1975,🟢 停利,10,152.36,106.86
1519,2023-07-17,2023-07-31,163.91,190.83,0.1563,🟢 停利,10,190.83,143.73
2356,2023-07-25,2023-08-01,67.93,58.12,-0.1503,🔴 停損,5,81.02,58.12
6669,2023-07-13,2023-08-02,1710.3,1470.99,-0.1458,🔴 停損,14,2029.37,1470.99
2368,2023-07-14,2023-08-02,175.23,153.69,-0.1289,🔴 停損,13,203.94,153.69
3035,2023-07-21,2023-08-02,325.21,274.96,-0.1603,🔴 停損,8,392.21,274.96
1519,2023-07-31,2023-08-02,190.14,164.16,-0.1425,🔴 停損,2,224.79,164.16
3231,2023-07-14,2023-08-04,129.95,108.57,-0.1702,🔴 停損,14,155.29,110.94
3706,2023-07-24,2023-08-10,44.94,37.53,-0.1705,🔴 停損,12,54.81,37.53
6285,2023-07-19,2023-08-17,105.56,109.92,0.0342,⚪ 時間到期,20,122.82,92.61
2382,2023-07-24,2023-08-17,213.72,256.98,0.1942,🟢 停利,17,256.98,181.28
1519,2023-08-02,2023-08-22,175.58,216.38,0.2239,🟢 停利,13,216.38,144.98
3044,2023-08-02,2023-08-23,149.58,177.11,0.1759,🟢 停利,14,177.11,128.94
2383,2023-07-31,2023-08-29,406.14,389.47,-0.0476,⚪ 時間到期,20,485.77,346.42
2356,2023-08-01,2023-08-30,59.03,51.11,-0.1401,⚪ 時間到期,20,75.13,46.95
2301,2023-08-02,2023-08-31,138.91,124.39,-0.1107,⚪ 時間到期,20,181.52,106.94
3035,2023-08-02,2023-08-31,296.35,331.61,0.1114,⚪ 時間到期,20,388.43,227.28
3231,2023-08-04,2023-09-01,108.68,102.91,-0.0596,⚪ 時間到期,20,152.47,75.84
3017,2023-08-10,2023-09-07,332.54,335.08,0.0008,⚪ 時間到期,20,424.8,263.34
2382,2023-08-17,2023-09-14,244.25,217.2,-0.1168,⚪ 時間到期,20,318.38,188.66
2603,2023-08-17,2023-09-14,79.26,83.77,0.0497,⚪ 時間到期,20,88.98,71.97
1519,2023-08-22,2023-09-19,211.99,191.97,-0.1006,⚪ 時間到期,20,272.79,166.39
3044,2023-08-23,2023-09-20,168.11,189.22,0.1179,⚪ 時間到期,20,214.09,133.62
3035,2023-09-07,2023-09-21,351.19,286.81,-0.1889,🔴 停損,10,437.02,286.81
2345,2023-08-29,2023-09-26,460.62,470.81,0.0151,⚪ 時間到期,20,558.5,387.21
3661,2023-08-30,2023-09-27,2466.24,2584.67,0.0409,⚪ 時間到期,20,2976.55,2083.5
2368,2023-08-31,2023-09-28,196.71,209.39,0.0572,⚪ 時間到期,20,241.74,162.94
2449,2023-08-31,2023-09-28,72.13,71.31,-0.0182,⚪ 時間到期,20,85.46,62.14
3036,2023-09-26,2023-09-28,86.85,99.91,0.1425,🟢 停利,2,99.91,77.06
6285,2023-09-01,2023-10-02,120.32,122.43,0.0106,⚪ 時間到期,20,139.8,105.71
2603,2023-09-19,2023-10-03,89.98,84.76,-0.0645,🔴 停損,9,96.94,84.76
3036,2023-09-28,2023-10-05,93.96,108.88,0.151,🟢 停利,4,108.88,82.76
2454,2023-09-21,2023-10-11,676.08,731.58,0.0747,🟢 停利,11,731.58,634.45
2609,2023-09-28,2023-10-11,40.25,37.82,-0.0668,🔴 停損,6,43.49,37.82
3044,2023-09-20,2023-10-16,196.35,170.71,-0.1365,🔴 停損,15,229.66,171.37
2458,2023-09-14,2023-10-17,125.85,123.6,-0.0246,⚪ 時間到期,20,140.65,114.76
2204,2023-09-14,2023-10-17,89.37,83.98,-0.0668,⚪ 時間到期,20,105.05,77.61
3661,2023-10-02,2023-10-18,2685.45,2367.86,-0.1243,🔴 停損,10,3108.89,2367.86
2637,2023-10-11,2023-10-18,42.39,38.48,-0.0983,🔴 停損,5,47.6,38.48
2886,2023-10-18,2023-10-20,34.89,33.39,-0.0495,🔴 停損,2,36.89,33.39
3443,2023-10-16,2023-10-23,1638.58,1438.21,-0.1283,🔴 停損,5,1905.74,1438.21
2327,2023-09-27,2023-10-30,101.37,104.57,0.0245,⚪ 時間到期,20,109.69,95.13
1519,2023-10-17,2023-10-30,233.43,196.88,-0.1624,🔴 停損,9,282.17,196.88
3034,2023-09-28,2023-10-31,384.01,407.85,0.0548,⚪ 時間到期,20,422.77,354.93
9910,2023-10-03,2023-11-02,171.33,161.79,-0.0621,⚪ 時間到期,20,196.11,152.74
3036,2023-10-05,2023-11-06,103.4,122.06,0.1724,🟢 停利,20,122.06,89.4
3036,2023-11-06,2023-11-07,112.84,130.98,0.1529,🟢 停利,1,130.98,99.23
2345,2023-10-11,2023-11-08,525.04,536.13,0.0141,⚪ 時間到期,20,610.11,461.24
2454,2023-10-17,2023-11-14,759.69,812.81,0.0626,⚪ 時間到期,20,831.18,706.07
2891,2023-10-30,2023-11-14,22.29,23.62,0.0525,🟢 停利,11,23.62,21.29
2449,2023-10-18,2023-11-15,77.86,78.63,0.0029,⚪ 時間到期,20,88.82,69.64
3036,2023-11-07,2023-11-16,120.93,106.98,-0.1214,🔴 停損,7,139.52,106.98
2886,2023-10-20,2023-11-17,33.77,35.17,0.0344,⚪ 時間到期,20,35.79,32.25
3443,2023-10-23,2023-11-20,1492.71,1666.09,0.1085,⚪ 時間到期,20,1778.33,1278.5
6669,2023-10-30,2023-11-27,1538.34,1569.3,0.0132,⚪ 時間到期,20,1840.13,1312.0
2458,2023-10-31,2023-11-28,129.47,132.43,0.0159,⚪ 時間到期,20,145.57,117.39
2603,2023-11-02,2023-11-30,83.86,85.68,0.0148,⚪ 時間到期,20,92.12,77.66
6415,2023-11-16,2023-11-30,369.38,433.29,0.165,🟢 停利,10,433.29,321.46
2385,2023-11-14,2023-12-05,126.96,142.2,0.1124,🟢 停利,15,142.2,115.54
6446,2023-11-08,2023-12-06,327.63,305.72,-0.0732,⚪ 時間到期,20,373.67,293.1
2204,2023-11-20,2023-12-11,94.24,105.14,0.1081,🟢 停利,15,105.14,86.06
6285,2023-11-14,2023-12-12,125.39,143.34,0.1353,🟢 停利,20,143.34,111.93
3661,2023-11-15,2023-12-13,3284.39,3580.29,0.0826,⚪ 時間到期,20,3878.82,2838.58
2385,2023-12-05,2023-12-14,139.75,156.34,0.1111,🟢 停利,7,156.34,127.3
2618,2023-11-17,2023-12-15,29.11,28.41,-0.0307,⚪ 時間到期,20,32.55,26.54
6285,2023-12-14,2023-12-21,154.46,139.42,-0.1036,🔴 停損,5,174.52,139.42
2454,2023-11-27,2023-12-25,850.49,893.65,0.0436,⚪ 時間到期,20,936.35,786.09
2605,2023-12-11,2023-12-25,25.97,23.01,-0.12,🔴 停損,10,29.91,23.01
3711,2023-11-28,2023-12-26,116.72,122.61,0.0434,⚪ 時間到期,20,124.95,110.54
6415,2023-11-30,2023-12-28,427.76,480.26,0.1151,⚪ 時間到期,20,500.78,373.0
3035,2023-11-30,2023-12-28,365.62,340.75,-0.0744,⚪ 時間到期,20,429.45,317.75
2353,2023-12-26,2023-12-28,44.02,48.9,0.1032,🟢 停利,2,48.9,40.36
1519,2023-12-06,2024-01-04,278.34,267.96,-0.0439,⚪ 時間到期,20,328.37,240.81
2204,2023-12-12,2024-01-04,106.18,95.48,-0.1069,🔴 停損,16,120.45,95.48
2353,2023-12-28,2024-01-04,48.03,43.63,-0.0977,🔴 停損,4,53.89,43.63
2615,2023-12-25,2024-01-10,52.97,46.54,-0.1273,🔴 停損,11,61.53,46.54
2609,2024-01-04,2024-01-10,47.87,41.95,-0.1297,🔴 停損,4,55.76,41.95
2606,2023-12-13,2024-01-11,46.15,43.16,-0.0714,⚪ 時間到期,20,53.28,40.81
6239,2023-12-21,2024-01-11,131.02,117.25,-0.1112,🔴 停損,14,149.39,117.25
2324,2023-12-28,2024-01-12,35.59,32.05,-0.1056,🔴 停損,10,40.31,32.05
2385,2023-12-15,2024-01-15,159.34,154.93,-0.0344,⚪ 時間到期,20,179.43,144.28
3481,2024-01-11,2024-01-18,14.08,15.75,0.1106,🟢 停利,5,15.75,12.83
2605,2023-12-25,2024-01-23,23.65,20.88,-0.1235,⚪ 時間到期,20,28.64,19.92
2603,2023-12-28,2024-01-26,113.34,115.52,0.0123,⚪ 時間到期,20,128.41,102.04
3017,2024-01-15,2024-01-30,343.26,395.49,0.1443,🟢 停利,11,395.49,304.1
6415,2024-01-11,2024-01-31,442.48,379.26,-0.1487,🔴 停損,14,526.77,379.26
2353,2024-01-04,2024-02-01,44.73,41.53,-0.078,⚪ 時間到期,20,52.07,39.23
2356,2024-01-04,2024-02-01,47.51,51.76,0.0822,⚪ 時間到期,20,56.45,40.79
3036,2024-01-18,2024-02-01,133.03,153.58,0.1466,🟢 停利,10,153.58,117.62
1519,2024-01-26,2024-02-01,309.09,374.48,0.2033,🟢 停利,4,374.48,260.04
3017,2024-01-31,2024-02-05,415.84,483.44,0.1546,🟢 停利,3,483.44,365.14
3231,2024-01-23,2024-02-15,109.63,125.57,0.1376,🟢 停利,10,122.81,99.74
2376,2024-02-01,2024-02-15,289.25,348.73,0.1974,🟢 停利,3,329.63,258.96
2609,2024-01-10,2024-02-16,44.21,40.78,-0.084,⚪ 時間到期,20,54.1,36.8
2357,2024-01-10,2024-02-16,393.2,413.96,0.0456,⚪ 時間到期,20,452.42,348.78
1519,2024-02-01,2024-02-19,360.06,423.11,0.1671,🟢 停利,5,423.11,312.77
3035,2024-01-12,2024-02-20,404.11,384.48,-0.0551,⚪ 時間到期,20,456.97,364.46
3661,2024-02-15,2024-02-23,4202.45,3826.52,-0.0957,🔴 停損,6,4703.69,3826.52
3231,2024-02-16,2024-02-23,122.86,109.69,-0.1133,🔴 停損,5,140.42,109.69
3481,2024-01-30,2024-02-27,16.29,14.53,-0.1136,🔴 停損,13,18.62,14.53
3017,2024-02-05,2024-03-01,468.8,546.2,0.1571,🟢 停利,11,546.2,410.75
6669,2024-02-01,2024-03-04,2026.33,2370.83,0.162,🟢 停利,14,2370.83,1767.95
6239,2024-02-15,2024-03-04,135.12,152.12,0.1181,🟢 停利,11,152.12,122.37
2383,2024-02-16,2024-03-04,527.54,468.33,-0.1183,🔴 停損,10,606.5,468.33
2330,2024-02-23,2024-03-07,674.91,728.0,0.0713,🟢 停利,8,728.0,635.09
3017,2024-03-01,2024-03-07,528.63,633.76,0.1907,🟢 停利,4,633.76,449.78
2454,2024-03-04,2024-03-07,1028.99,1151.79,0.1117,🟢 停利,3,1151.79,936.89
6239,2024-03-04,2024-03-08,146.49,165.76,0.1238,🟢 停利,4,165.76,132.04
3036,2024-02-01,2024-03-12,150.4,142.03,-0.0621,⚪ 時間到期,20,178.81,129.1
1519,2024-02-19,2024-03-14,411.03,485.8,0.1738,🟢 停利,17,485.72,355.02
2376,2024-02-20,2024-03-14,343.42,302.76,-0.1244,🔴 停損,16,397.64,302.76
2368,2024-02-27,2024-03-14,250.66,214.82,-0.1489,🔴 停損,11,298.46,214.82
3017,2024-03-07,2024-03-15,624.74,529.08,-0.1589,🔴 停損,6,749.96,530.83
2385,2024-03-07,2024-03-18,186.19,213.08,0.1367,🟢 停利,7,213.08,166.01
2603,2024-03-08,2024-03-18,137.85,125.34,-0.097,🔴 停損,6,154.52,125.34
2404,2024-03-12,2024-03-20,337.84,390.12,0.1469,🟢 停利,6,381.93,304.77
2317,2024-03-18,2024-03-22,121.63,133.51,0.0901,🟢 停利,4,133.51,112.73
3231,2024-02-23,2024-03-25,115.77,115.18,-0.0119,⚪ 時間到期,20,135.16,101.23
1519,2024-03-15,2024-03-25,525.93,628.34,0.1866,🟢 停利,6,628.34,449.12
2404,2024-03-20,2024-03-26,390.51,334.64,-0.1489,🔴 停損,4,464.99,334.64
2379,2024-03-04,2024-04-01,523.41,516.42,-0.0201,⚪ 時間到期,20,590.47,473.1
2360,2024-03-07,2024-04-08,260.23,239.18,-0.0872,⚪ 時間到期,20,299.94,230.46
1519,2024-03-25,2024-04-08,582.57,693.39,0.1821,🟢 停利,8,693.39,499.45
2317,2024-03-22,2024-04-09,131.69,147.13,0.1096,🟢 停利,10,147.13,120.11
2449,2024-03-14,2024-04-15,99.56,98.05,-0.0219,⚪ 時間到期,20,119.41,84.67
2454,2024-03-14,2024-04-15,1125.89,1023.35,-0.0973,⚪ 時間到期,20,1291.28,1001.84
6239,2024-03-14,2024-04-15,171.06,169.53,-0.0157,⚪ 時間到期,20,197.78,151.02
2385,2024-03-18,2024-04-15,204.51,175.36,-0.1484,🔴 停損,18,242.13,176.29
2382,2024-04-08,2024-04-16,272.47,240.17,-0.1246,🔴 停損,6,315.54,240.17
2317,2024-04-09,2024-04-16,144.95,127.07,-0.1294,🔴 停損,5,168.8,127.07
2408,2024-04-15,2024-04-18,70.27,63.8,-0.0983,🔴 停損,3,78.65,63.99
1504,2024-03-25,2024-04-24,50.58,53.13,0.0432,⚪ 時間到期,20,57.31,45.53
1605,2024-04-15,2024-04-24,37.84,34.91,-0.0836,🔴 停損,7,41.74,34.91
3533,2024-03-26,2024-04-25,1343.18,1346.61,-0.0043,⚪ 時間到期,20,1637.14,1122.71
2404,2024-04-01,2024-05-02,357.36,354.28,-0.0154,⚪ 時間到期,20,461.79,279.04
2327,2024-04-24,2024-05-03,119.04,130.95,0.0925,🟢 停利,6,130.95,110.11
2618,2024-04-25,2024-05-03,31.13,34.17,0.0902,🟢 停利,5,34.17,28.85
1519,2024-04-08,2024-05-07,668.34,660.39,-0.0186,⚪ 時間到期,20,823.29,552.12
2317,2024-04-16,2024-05-07,130.32,154.86,0.1802,🟢 停利,14,154.26,112.37
2609,2024-05-03,2024-05-10,44.65,50.13,0.1152,🟢 停利,5,50.13,40.53
2615,2024-05-10,2024-05-13,54.7,62.95,0.1429,🟢 停利,1,61.64,49.5
2634,2024-04-15,2024-05-14,54.67,53.01,-0.0369,⚪ 時間到期,20,61.51,49.53
4938,2024-04-15,2024-05-14,85.68,88.21,0.0225,⚪ 時間到期,20,99.13,75.59
3017,2024-04-16,2024-05-15,594.34,630.97,0.0544,⚪ 時間到期,20,735.42,488.52
9945,2024-05-07,2024-05-16,40.28,44.37,0.094,🟢 停利,7,44.37,37.22
6669,2024-04-18,2024-05-17,2193.64,2446.81,0.1078,⚪ 時間到期,20,2606.86,1883.73
1504,2024-04-24,2024-05-23,53.36,47.04,-0.1246,⚪ 時間到期,20,62.89,46.21
2610,2024-05-17,2024-05-23,22.47,20.34,-0.1011,🔴 停損,4,25.31,20.34
2615,2024-05-14,2024-05-27,64.2,73.08,0.1305,🟢 停利,9,73.08,57.54
6415,2024-05-02,2024-05-28,419.41,503.8,0.193,🟢 停利,18,503.8,356.12
2618,2024-05-03,2024-05-31,33.37,32.04,-0.0464,⚪ 時間到期,20,37.43,30.32
2353,2024-05-28,2024-06-03,51.86,46.52,-0.1091,🔴 停損,4,58.98,46.52
2891,2024-05-07,2024-06-04,32.66,32.9,0.0004,⚪ 時間到期,20,35.85,30.27
2609,2024-05-15,2024-06-05,61.44,70.87,0.1455,🟢 停利,15,70.87,54.37
6446,2024-05-23,2024-06-05,365.88,419.56,0.1389,🟢 停利,9,419.56,325.62
2615,2024-05-27,2024-06-06,71.23,85.03,0.1855,🟢 停利,8,83.06,62.36
2105,2024-06-03,2024-06-06,52.66,47.49,-0.1042,🔴 停損,3,59.54,47.49
2637,2024-05-13,2024-06-11,62.92,61.42,-0.0306,⚪ 時間到期,20,73.13,55.27
6446,2024-06-05,2024-06-11,392.43,446.74,0.1306,🟢 停利,3,446.74,351.7
2603,2024-05-14,2024-06-12,157.76,146.51,-0.0777,⚪ 時間到期,20,183.16,138.71
9945,2024-05-16,2024-06-14,43.74,42.48,-0.0354,⚪ 時間到期,20,50.14,38.94
3533,2024-05-23,2024-06-21,1596.52,1618.8,0.007,⚪ 時間到期,20,1841.97,1412.44
2377,2024-06-04,2024-06-27,183.3,163.33,-0.115,🔴 停損,16,209.93,163.33
2605,2024-05-31,2024-07-01,29.39,27.44,-0.0728,⚪ 時間到期,20,34.69,25.41
6446,2024-06-11,2024-07-01,441.04,511.35,0.1515,🟢 停利,14,511.35,388.3
2609,2024-06-05,2024-07-04,67.27,64.16,-0.0528,⚪ 時間到期,20,81.92,56.29
2615,2024-06-06,2024-07-05,85.11,77.77,-0.0926,⚪ 時間到期,20,103.12,71.61
3443,2024-06-06,2024-07-05,1536.67,1569.47,0.0144,⚪ 時間到期,20,1798.42,1340.36
6415,2024-06-11,2024-07-09,477.63,420.47,-0.1257,⚪ 時間到期,20,573.56,405.69
2317,2024-06-21,2024-07-09,192.97,217.18,0.1178,🟢 停利,12,217.18,174.81
2449,2024-06-27,2024-07-09,109.89,128.08,0.1575,🟢 停利,8,127.62,96.59
2345,2024-06-12,2024-07-10,509.54,556.45,0.0846,⚪ 時間到期,20,586.28,451.99
